taxon_oid,Ecosystem Subtype,Latitude,Longitude,Origin,Plasmid Count,Ecosystem Subtype Custom
MGYA00645608,Rhizosphere,51.98,5.67,Meta,18,Rhizosphere
MGYA00645611,Rhizosphere,51.98,5.67,Meta,36,Rhizosphere
MGYA00645614,Rhizosphere,51.98,5.67,Meta,22,Rhizosphere
MGYA00645617,Rhizosphere,51.98,5.67,Meta,71,Rhizosphere
MGYA00645620,Rhizosphere,51.98,5.67,Meta,37,Rhizosphere
MGYA00645624,Rhizosphere,51.98,5.67,Meta,28,Rhizosphere
MGYA00645627,Rhizosphere,51.98,5.67,Meta,44,Rhizosphere
MGYA00645630,Rhizosphere,51.98,5.67,Meta,44,Rhizosphere
MGYA00645633,Rhizosphere,51.98,5.67,Meta,24,Rhizosphere
MGYA00645636,Rhizosphere,51.98,5.67,Meta,53,Rhizosphere
MGYA00645639,Rhizosphere,51.98,5.67,Meta,24,Rhizosphere
MGYA00645642,Rhizosphere,51.98,5.67,Meta,65,Rhizosphere
MGYA00645646,Rhizosphere,51.98,5.67,Meta,65,Rhizosphere
MGYA00645649,Rhizosphere,51.98,5.67,Meta,48,Rhizosphere
MGYA00645652,Rhizosphere,51.98,5.67,Meta,52,Rhizosphere
MGYA00645655,Rhizosphere,51.98,5.67,Meta,81,Rhizosphere
MGYA00645658,Rhizosphere,51.98,5.67,Meta,62,Rhizosphere
MGYA00645661,Rhizosphere,51.98,5.67,Meta,60,Rhizosphere
MGYA00645664,Rhizosphere,51.98,5.67,Meta,62,Rhizosphere
MGYA00645667,Rhizosphere,51.98,5.67,Meta,50,Rhizosphere
MGYA00645670,Rhizosphere,51.98,5.67,Meta,36,Rhizosphere
MGYA00645673,Rhizosphere,51.98,5.67,Meta,29,Rhizosphere
MGYA00645676,Rhizosphere,51.98,5.67,Meta,50,Rhizosphere
MGYA00645679,Rhizosphere,51.98,5.67,Meta,23,Rhizosphere
MGYA00645682,Rhizosphere,51.98,5.67,Meta,23,Rhizosphere
MGYA00645686,Rhizosphere,51.98,5.67,Meta,53,Rhizosphere
MGYA00645690,Rhizosphere,51.98,5.67,Meta,39,Rhizosphere
MGYA00645693,Rhizosphere,51.98,5.67,Meta,59,Rhizosphere
MGYA00645696,Rhizosphere,51.98,5.67,Meta,27,Rhizosphere
MGYA00645699,Rhizosphere,51.98,5.67,Meta,54,Rhizosphere
MGYA00645702,Rhizosphere,51.98,5.67,Meta,39,Rhizosphere
MGYA00645705,Rhizosphere,51.98,5.67,Meta,19,Rhizosphere
MGYA00645708,Rhizosphere,51.98,5.67,Meta,49,Rhizosphere
MGYA00645711,Rhizosphere,51.98,5.67,Meta,49,Rhizosphere
MGYA00645714,Rhizosphere,51.98,5.67,Meta,41,Rhizosphere
MGYA00645716,Rhizosphere,51.98,5.67,Meta,48,Rhizosphere
MGYA00645720,Rhizosphere,51.98,5.67,Meta,31,Rhizosphere
MGYA00645722,Rhizosphere,51.98,5.67,Meta,43,Rhizosphere
MGYA00645728,Rhizosphere,51.98,5.67,Meta,46,Rhizosphere
MGYA00645733,Rhizosphere,51.98,5.67,Meta,46,Rhizosphere
MGYA00645750,Rhizosphere,51.98,5.67,Meta,24,Rhizosphere
MGYA00645700,Rhizosphere,32.02,118.5,Meta,165,Rhizosphere
MGYA00645703,Rhizosphere,32.02,118.5,Meta,106,Rhizosphere
MGYA00645706,Rhizosphere,32.02,118.5,Meta,179,Rhizosphere
MGYA00645709,Rhizosphere,32.02,118.5,Meta,128,Rhizosphere
MGYA00645712,Rhizosphere,32.02,118.5,Meta,108,Rhizosphere
MGYA00645715,Rhizosphere,32.02,118.5,Meta,191,Rhizosphere
MGYA00645718,Rhizosphere,32.02,118.5,Meta,190,Rhizosphere
MGYA00645723,Rhizosphere,32.02,118.5,Meta,182,Rhizosphere
MGYA00645732,Rhizosphere,32.02,118.5,Meta,97,Rhizosphere
MGYA00645760,Rhizosphere,32.02,118.5,Meta,172,Rhizosphere
MGYA00645762,Rhizosphere,32.02,118.5,Meta,181,Rhizosphere
MGYA00645778,Rhizosphere,32.02,118.5,Meta,175,Rhizosphere
PLSDB_NZ_CP123279.1,Unclassified,31.78,117.23,Isolate,0,Unclassified
PLSDB_NZ_CP098484.1,Unclassified,-8.36,-40.13,Isolate,0,Unclassified
PLSDB_NZ_CP026110.1,Unclassified,50.99,3.27,Isolate,0,Unclassified
PLSDB_NZ_CP030938.1,Unclassified,29.65,91.03,Isolate,0,Unclassified
PLSDB_CP099978.1,Unclassified,30.2,115.03,Isolate,0,Unclassified
PLSDB_CP101282.1,Unclassified,30.39,114.89,Isolate,0,Unclassified
PLSDB_CP101281.1,Unclassified,30.39,114.89,Isolate,0,Unclassified
PLSDB_CP099720.1,Unclassified,30.6,114.3,Isolate,0,Unclassified
PLSDB_CP099719.1,Unclassified,30.6,114.3,Isolate,0,Unclassified
PLSDB_NZ_CP121310.1,Unclassified,38.49,106.23,Isolate,0,Unclassified
PLSDB_NZ_CP121309.1,Unclassified,38.49,106.23,Isolate,0,Unclassified
PLSDB_NZ_CP038025.1,Unclassified,-32.6,-70.85,Isolate,0,Unclassified
PLSDB_NZ_CP038024.1,Unclassified,-32.6,-70.85,Isolate,0,Unclassified
PLSDB_NZ_CP038023.1,Unclassified,-32.6,-70.85,Isolate,0,Unclassified
PLSDB_NZ_CP129635.1,Unclassified,35.85,128.56,Isolate,0,Unclassified
PLSDB_NZ_CP129634.1,Unclassified,35.85,128.56,Isolate,0,Unclassified
PLSDB_NZ_CP094362.1,Unclassified,22.54,114.05,Isolate,0,Unclassified
PLSDB_NZ_CP129903.1,Unclassified,23.13,113.26,Isolate,0,Unclassified
PLSDB_NZ_CP129902.1,Unclassified,23.13,113.26,Isolate,0,Unclassified
PLSDB_NZ_CP129901.1,Unclassified,23.13,113.26,Isolate,0,Unclassified
PLSDB_NZ_CP129900.1,Unclassified,23.13,113.26,Isolate,0,Unclassified
PLSDB_NZ_CP128167.1,Unclassified,31.23,121.47,Isolate,0,Unclassified
PLSDB_NZ_CP082159.1,Unclassified,48.52,9.05,Isolate,0,Unclassified
PLSDB_NZ_CP082158.1,Unclassified,48.52,9.05,Isolate,0,Unclassified
PLSDB_NZ_CP102510.1,Unclassified,56.21,9.3,Isolate,0,Unclassified
PLSDB_NZ_CP062123.1,Unclassified,39.78,-100.45,Isolate,0,Unclassified
PLSDB_NZ_CP062120.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062119.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062118.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062117.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062116.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062115.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062114.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_NZ_CP062113.1,Unclassified,46.6,1.89,Isolate,0,Unclassified
PLSDB_CP062238.1,Unclassified,26.25,29.27,Isolate,0,Unclassified
PLSDB_CP062237.1,Unclassified,26.25,29.27,Isolate,0,Unclassified
PLSDB_CP062236.1,Unclassified,26.25,29.27,Isolate,0,Unclassified
PLSDB_NZ_CP048428.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048426.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048425.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048424.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048423.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048421.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048420.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP048419.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP016903.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016902.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016901.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016900.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016899.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016898.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP016897.1,Unclassified,14.9,100.83,Isolate,0,Unclassified
PLSDB_NZ_CP039340.1,Unclassified,9.6,8.0,Isolate,0,Unclassified
PLSDB_NZ_CP061026.1,Unclassified,-23.32,-51.19,Isolate,0,Unclassified
PLSDB_NZ_CP084348.1,Unclassified,32.06,118.79,Isolate,0,Unclassified
PLSDB_NZ_CP053907.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_CP053906.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_CP053905.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_CP122459.1,Unclassified,34.18,117.16,Isolate,0,Unclassified
PLSDB_NZ_CP114034.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP082265.1,Unclassified,54.31,28.53,Isolate,0,Unclassified
PLSDB_NZ_CP082264.1,Unclassified,54.31,28.53,Isolate,0,Unclassified
PLSDB_NZ_CP082263.1,Unclassified,54.31,28.53,Isolate,0,Unclassified
PLSDB_NZ_CP043441.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP043439.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP106672.1,Unclassified,36.28,126.91,Isolate,0,Unclassified
PLSDB_NZ_CP106674.1,Unclassified,36.28,126.91,Isolate,0,Unclassified
PLSDB_NZ_CP082239.1,Unclassified,36.54,104.78,Isolate,0,Unclassified
PLSDB_NZ_CP135078.1,Unclassified,36.62,101.78,Isolate,0,Unclassified
PLSDB_NZ_CP126903.1,Unclassified,39.78,-100.45,Isolate,0,Unclassified
PLSDB_NZ_CP126902.1,Unclassified,39.78,-100.45,Isolate,0,Unclassified
PLSDB_NZ_CP041518.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP041517.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP041516.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP012641.2,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP012642.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP121272.1,Unclassified,33.0,120.0,Isolate,0,Unclassified
PLSDB_NZ_CP025962.1,Unclassified,32.06,118.79,Isolate,0,Unclassified
PLSDB_NZ_CP025961.1,Unclassified,32.06,118.79,Isolate,0,Unclassified
PLSDB_NZ_CP025960.1,Unclassified,32.06,118.79,Isolate,0,Unclassified
PLSDB_NZ_CP049245.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049244.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049243.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049242.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP101834.1,Unclassified,43.24,114.33,Isolate,0,Unclassified
PLSDB_NZ_CP097482.1,Unclassified,30.6,114.3,Isolate,0,Unclassified
PLSDB_NZ_CP097481.1,Unclassified,30.6,114.3,Isolate,0,Unclassified
PLSDB_NZ_CP125991.1,Unclassified,-18.86,16.33,Isolate,0,Unclassified
PLSDB_NZ_CP125990.1,Unclassified,-18.86,16.33,Isolate,0,Unclassified
PLSDB_NZ_CP125993.1,Unclassified,-18.86,16.33,Isolate,0,Unclassified
PLSDB_NZ_CP053548.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053547.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053546.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053545.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053552.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053551.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP053550.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP016156.1,Unclassified,51.08,10.42,Isolate,0,Unclassified
PLSDB_NZ_CP091380.1,Unclassified,36.57,139.24,Isolate,0,Unclassified
PLSDB_NZ_CP091379.1,Unclassified,36.57,139.24,Isolate,0,Unclassified
PLSDB_NZ_CP097189.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP097188.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP097187.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP130611.1,Unclassified,30.59,114.3,Isolate,0,Unclassified
PLSDB_NZ_CP053911.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_CP053910.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_CP053909.1,Unclassified,33.21,126.32,Isolate,0,Unclassified
PLSDB_NZ_MG710485.1,Unclassified,-11.75,-49.05,Isolate,0,Unclassified
PLSDB_NZ_MG710483.1,Unclassified,-11.75,-49.05,Isolate,0,Unclassified
PLSDB_NZ_CP032676.1,Unclassified,-26.05,28.08,Isolate,0,Unclassified
PLSDB_NZ_CP129916.1,Unclassified,27.05,113.55,Isolate,0,Unclassified
PLSDB_NZ_CP099992.1,Other,27.33,114.98,Isolate,0,Other
PLSDB_NZ_CP099991.1,Other,27.33,114.98,Isolate,0,Other
PLSDB_NZ_CP117836.1,Unclassified,34.41,86.03,Isolate,0,Unclassified
PLSDB_NZ_CP041621.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP041619.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP012867.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012866.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012865.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012864.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012863.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012862.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012861.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012860.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012859.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012858.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012857.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012856.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012855.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012854.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012853.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP012852.1,Unclassified,36.0,119.0,Isolate,0,Unclassified
PLSDB_NZ_CP036016.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036015.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036136.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036135.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036134.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036133.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036131.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036130.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036129.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036128.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036127.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036126.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036125.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036124.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036123.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036122.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036114.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036113.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036093.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036092.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036091.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036069.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036068.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036067.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036066.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036065.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036056.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036055.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036054.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036053.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036051.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036050.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036049.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036048.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036025.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036024.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036013.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036012.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036011.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036010.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035996.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035995.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035983.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035982.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035981.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035980.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035979.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035961.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035960.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035959.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035958.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035957.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035956.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035955.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035954.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036098.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036097.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036096.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036095.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071818.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071817.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071816.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071815.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071814.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071813.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071812.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036148.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036147.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036146.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP072064.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP072063.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP072062.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036100.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036083.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036082.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036081.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036080.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036079.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036078.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036077.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036076.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036075.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036074.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036072.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036071.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071810.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP071809.1,Agricultural land,52.53,22.97,Isolate,0,Agricultural land
PLSDB_NZ_CP036039.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036038.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036037.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036036.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP036035.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035972.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035971.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035970.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035969.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035968.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035967.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP035966.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
PLSDB_NZ_CP047395.1,Unclassified,27.67,111.75,Isolate,0,Unclassified
PLSDB_NZ_CP081004.1,Unclassified,36.82,117.98,Isolate,0,Unclassified
PLSDB_NZ_CP081003.1,Unclassified,36.82,117.98,Isolate,0,Unclassified
PLSDB_NZ_CP081002.1,Unclassified,36.82,117.98,Isolate,0,Unclassified
PLSDB_NZ_CP091479.1,Unclassified,38.0,102.0,Isolate,0,Unclassified
PLSDB_NZ_CP091478.1,Unclassified,38.0,102.0,Isolate,0,Unclassified
PLSDB_NZ_CP091477.1,Unclassified,38.0,102.0,Isolate,0,Unclassified
PLSDB_NZ_CP031063.1,Other,-34.62,-58.47,Isolate,0,Other
PLSDB_NZ_CP047096.1,Unclassified,27.67,111.75,Isolate,0,Unclassified
PLSDB_NZ_CP118268.1,Unclassified,26.86,100.22,Isolate,0,Unclassified
PLSDB_NZ_CP118267.1,Unclassified,26.86,100.22,Isolate,0,Unclassified
PLSDB_NZ_CP089602.1,Other,39.03,117.68,Isolate,0,Other
PLSDB_NZ_CP031067.1,Tropical forest,-4.26,39.39,Isolate,0,Tropical forest
PLSDB_NZ_CP031066.1,Tropical forest,-4.26,39.39,Isolate,0,Tropical forest
PLSDB_NZ_CP054613.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054611.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054610.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054609.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054622.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054621.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054620.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054618.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054617.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054616.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP054615.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049252.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049251.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049249.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049248.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP049247.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP034347.1,Unclassified,37.47,126.62,Isolate,0,Unclassified
PLSDB_NZ_CP029211.1,Unclassified,36.56,127.94,Isolate,0,Unclassified
PLSDB_NZ_CP052774.1,Other,30.57,114.33,Isolate,0,Other
PLSDB_NZ_CP052772.1,Other,30.57,114.33,Isolate,0,Other
PLSDB_NZ_CP011513.1,Other,37.49,127.99,Isolate,0,Other
PLSDB_NZ_CP035998.1,Temperate forest,52.76,23.87,Isolate,0,Temperate forest
