KO	GO	GO_term
K19690	GO:0000155	phosphorelay sensor kinase activity
K19690	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19691	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19692	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19694	GO:0000155	phosphorelay sensor kinase activity
K19710	GO:0003877	ATP adenylyltransferase activity
K19726	GO:0009001	serine O-acetyltransferase activity
K19786	GO:0035299	inositol pentakisphosphate 2-kinase activity
K19792	GO:0005381	iron ion transmembrane transporter activity
K19792	GO:0005381	iron ion transmembrane transporter activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19806	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19812	GO:0004725	protein tyrosine phosphatase activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19821	GO:0004867	serine-type endopeptidase inhibitor activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19839	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19840	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19844	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19845	GO:0005096	GTPase activator activity
K19866	GO:0005201	extracellular matrix structural constituent
K19866	GO:0005201	extracellular matrix structural constituent
K19866	GO:0005201	extracellular matrix structural constituent
K19866	GO:0005201	extracellular matrix structural constituent
K19885	GO:0004096	catalase activity
K19902	GO:0019905	syntaxin binding
K19902	GO:0019905	syntaxin binding
K19903	GO:0019905	syntaxin binding
K19903	GO:0019905	syntaxin binding
K19904	GO:0019905	syntaxin binding
K19904	GO:0019905	syntaxin binding
K19905	GO:0019905	syntaxin binding
K19905	GO:0019905	syntaxin binding
K19906	GO:0019905	syntaxin binding
K19906	GO:0019905	syntaxin binding
K19907	GO:0019905	syntaxin binding
K19907	GO:0019905	syntaxin binding
K19908	GO:0019905	syntaxin binding
K19908	GO:0019905	syntaxin binding
K19909	GO:0019905	syntaxin binding
K19909	GO:0019905	syntaxin binding
K19910	GO:0019905	syntaxin binding
K19910	GO:0019905	syntaxin binding
K19911	GO:0019905	syntaxin binding
K19911	GO:0019905	syntaxin binding
K19912	GO:0019905	syntaxin binding
K19912	GO:0019905	syntaxin binding
K19913	GO:0019905	syntaxin binding
K19913	GO:0019905	syntaxin binding
K19914	GO:0019905	syntaxin binding
K19914	GO:0019905	syntaxin binding
K19915	GO:0019905	syntaxin binding
K19915	GO:0019905	syntaxin binding
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19924	GO:0004867	serine-type endopeptidase inhibitor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19940	GO:0005085	guanyl-nucleotide exchange factor activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19944	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19945	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19951	GO:0005096	GTPase activator activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19952	GO:0005085	guanyl-nucleotide exchange factor activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19953	GO:0005096	GTPase activator activity
K19970	GO:0008253	5'-nucleotidase activity
K19970	GO:0008253	5'-nucleotidase activity
K19970	GO:0008253	5'-nucleotidase activity
K19977	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity
K19977	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity
K19980	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity
K19980	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity
K20002	GO:0031083	BLOC-1 complex
K20004	GO:0008237	metallopeptidase activity
K20004	GO:0008237	metallopeptidase activity
K20004	GO:0008237	metallopeptidase activity
K20004	GO:0008237	metallopeptidase activity
K20004	GO:0008237	metallopeptidase activity
K20004	GO:0008241	peptidyl-dipeptidase activity
K20007	GO:0015269	calcium-activated potassium channel activity
K20007	GO:0015269	calcium-activated potassium channel activity
K20058	GO:0005092	GDP-dissociation inhibitor activity
K20066	GO:0005092	GDP-dissociation inhibitor activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20071	GO:0005096	GTPase activator activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20091	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20092	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20093	GO:0003678	DNA helicase activity
K20096	GO:0003724	RNA helicase activity
K20096	GO:0003724	RNA helicase activity
K20096	GO:0003724	RNA helicase activity
K20096	GO:0003724	RNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20098	GO:0003678	DNA helicase activity
K20103	GO:0003724	RNA helicase activity
K20103	GO:0003724	RNA helicase activity
K20103	GO:0003724	RNA helicase activity
K20103	GO:0003724	RNA helicase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20108	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20112	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20113	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20114	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20118	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20122	GO:0005096	GTPase activator activity
K20127	GO:0008093	cytoskeletal anchor activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20130	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20133	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20134	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20165	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20166	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20167	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20168	GO:0005096	GTPase activator activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20175	GO:0005085	guanyl-nucleotide exchange factor activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20176	GO:0005096	GTPase activator activity
K20185	GO:0031083	BLOC-1 complex
K20186	GO:0031083	BLOC-1 complex
K20187	GO:0031083	BLOC-1 complex
K20188	GO:0031083	BLOC-1 complex
K20189	GO:0031083	BLOC-1 complex
K20196	GO:0003777	microtubule motor activity
K20197	GO:0003777	microtubule motor activity
K20198	GO:0003777	microtubule motor activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20216	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20220	GO:0004725	protein tyrosine phosphatase activity
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20221	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20222	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20223	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20224	GO:0031267	small GTPase binding
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20242	GO:0005096	GTPase activator activity
K20244	GO:0008201	heparin binding
K20244	GO:0008201	heparin binding
K20244	GO:0008201	heparin binding
K20245	GO:0008201	heparin binding
K20245	GO:0008201	heparin binding
K20245	GO:0008201	heparin binding
K20248	GO:0061579	N-acyl homoserine lactone synthase activity
K20249	GO:0061579	N-acyl homoserine lactone synthase activity
K20250	GO:0061579	N-acyl homoserine lactone synthase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20263	GO:0000155	phosphorelay sensor kinase activity
K20264	GO:0000156	phosphorelay response regulator activity
K20264	GO:0000156	phosphorelay response regulator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20284	GO:0005096	GTPase activator activity
K20314	GO:0070273	phosphatidylinositol-4-phosphate binding
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20315	GO:0005096	GTPase activator activity
K20319	GO:0008800	beta-lactamase activity
K20320	GO:0008800	beta-lactamase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20339	GO:0000155	phosphorelay sensor kinase activity
K20340	GO:0000156	phosphorelay response regulator activity
K20340	GO:0000156	phosphorelay response regulator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20360	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20372	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20396	GO:0005096	GTPase activator activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20397	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20398	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20399	GO:0005085	guanyl-nucleotide exchange factor activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20404	GO:0005096	GTPase activator activity
K20456	GO:0070273	phosphatidylinositol-4-phosphate binding
K20464	GO:0005548	phospholipid transporter activity
K20464	GO:0070273	phosphatidylinositol-4-phosphate binding
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20487	GO:0000155	phosphorelay sensor kinase activity
K20488	GO:0000156	phosphorelay response regulator activity
K20488	GO:0000156	phosphorelay response regulator activity
K20542	GO:0008810	cellulase activity
K20542	GO:0008810	cellulase activity
K20542	GO:0008810	cellulase activity
K20542	GO:0008810	cellulase activity
K20542	GO:0008810	cellulase activity
K20542	GO:0008810	cellulase activity
K20547	GO:0004568	chitinase activity
K20547	GO:0004568	chitinase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20551	GO:0004725	protein tyrosine phosphatase activity
K20630	GO:0005096	GTPase activator activity
