KO	Module	Module_desc
K21170	M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core
K21171	M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core
K21172	M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core
K21173	M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core
K21174	M00825	10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core
K20159	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21175	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K20156	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21176	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21177	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21178	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21179	M00826	C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA
K21183	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K21183	M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
K21183	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP
K21181	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K21181	M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
K21182	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K21182	M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
K16431	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K16431	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP
K21184	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K21185	M00827	C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP
K21185	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP
K21188	M00828	Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP
K15320	M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
K21191	M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
K21192	M00829	3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA
K20422	M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
K20420	M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
K20421	M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
K20423	M00830	Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA
K21221	M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
K21222	M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
K21223	M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
K21224	M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
K21225	M00831	Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA
K21227	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP
K21228	M00832	Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP
K21254	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21254	M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP
K21255	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21255	M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP
K21256	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21256	M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP
K21257	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21257	M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP
K21258	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21258	M00834	Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP
K21259	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21260	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21261	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21262	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K21263	M00833	Calicheamicin biosynthesis, calicheamicinone => calicheamicin
K13063	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K20261	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K06998	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K20260	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K20262	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K21103	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K20940	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine
K22011	M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430
K22011	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K22012	M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430
K21610	M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430
K21611	M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430
K21612	M00836	Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430
K21780	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21780	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21781	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21781	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21782	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21782	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21783	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21783	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21784	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21784	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21785	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21785	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21786	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21786	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21428	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21778	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21787	M00837	Prodigiosin biosynthesis, L-proline => prodigiosin
K21787	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21791	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21792	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K21793	M00838	Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin
K22100	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K22099	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K22101	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF
K01737	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4
K01737	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4
K00072	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4
K17745	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4
K09065	M00845	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
K02302	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02302	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K00589	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02303	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02303	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K02303	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K02496	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02304	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02304	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K24866	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K24866	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K03794	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K22225	M00847	Heme biosynthesis, archaea, siroheme => heme
K22226	M00847	Heme biosynthesis, archaea, siroheme => heme
K22227	M00847	Heme biosynthesis, archaea, siroheme => heme
K25033	M00847	Heme biosynthesis, archaea, siroheme => heme
K09460	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K02078	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K14245	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K14246	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K22798	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K22799	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K22800	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K21272	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K21271	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K22801	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K22802	M00848	Aurachin biosynthesis, anthranilate => aurachin A
K00054	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K17942	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K25517	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K09128	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K25518	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K18689	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K18690	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K22813	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K06981	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K10954	M00850	Vibrio cholerae pathogenicity signature, cholera toxins
K10952	M00850	Vibrio cholerae pathogenicity signature, cholera toxins
K10948	M00850	Vibrio cholerae pathogenicity signature, cholera toxins
K11018	M00850	Vibrio cholerae pathogenicity signature, cholera toxins
K18768	M00851	Carbapenem resistance
K18970	M00851	Carbapenem resistance
K19316	M00851	Carbapenem resistance
K22346	M00851	Carbapenem resistance
K18794	M00851	Carbapenem resistance
K19318	M00851	Carbapenem resistance
K18971	M00851	Carbapenem resistance
K18793	M00851	Carbapenem resistance
K19319	M00851	Carbapenem resistance
K19320	M00851	Carbapenem resistance
K19321	M00851	Carbapenem resistance
K19322	M00851	Carbapenem resistance
K18972	M00851	Carbapenem resistance
K19211	M00851	Carbapenem resistance
K18976	M00851	Carbapenem resistance
K21277	M00851	Carbapenem resistance
K18782	M00851	Carbapenem resistance
K18781	M00851	Carbapenem resistance
K18780	M00851	Carbapenem resistance
K19099	M00851	Carbapenem resistance
K19216	M00851	Carbapenem resistance
K10961	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10930	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10931	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10962	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10932	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10933	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10965	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10934	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K10966	M00852	Vibrio cholerae pathogenicity signature, toxin coregulated pilus
K22850	M00853	ETEC pathogenicity signature, colonization factors
K22851	M00853	ETEC pathogenicity signature, colonization factors
K22852	M00853	ETEC pathogenicity signature, colonization factors
K22853	M00853	ETEC pathogenicity signature, colonization factors
K22854	M00853	ETEC pathogenicity signature, colonization factors
K00750	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K16150	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K16153	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K16153	M00855	Glycogen degradation, glycogen => glucose-6P
K13679	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K13679	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K20812	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K20812	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K00688	M00855	Glycogen degradation, glycogen => glucose-6P
K01196	M00855	Glycogen degradation, glycogen => glucose-6P
K00705	M00855	Glycogen degradation, glycogen => glucose-6P
K22451	M00855	Glycogen degradation, glycogen => glucose-6P
K02438	M00855	Glycogen degradation, glycogen => glucose-6P
K01200	M00855	Glycogen degradation, glycogen => glucose-6P
K11014	M00856	Salmonella enterica pathogenicity signature, typhoid toxin
K22918	M00856	Salmonella enterica pathogenicity signature, typhoid toxin
K22914	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22926	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22925	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22915	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22916	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22917	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22924	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22921	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22923	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K22922	M00857	Salmonella enterica pathogenicity signature, Vi antigen
K11030	M00859	Bacillus anthracis pathogenicity signature, anthrax toxin
K11029	M00859	Bacillus anthracis pathogenicity signature, anthrax toxin
K22976	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K22977	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K22980	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K07282	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K22116	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K01932	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K22981	M00860	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis
K09778	M00866	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
K12977	M00867	KDO2-lipid A modification pathway
K03760	M00867	KDO2-lipid A modification pathway
K23083	M00867	KDO2-lipid A modification pathway
K23159	M00867	KDO2-lipid A modification pathway
K09953	M00867	KDO2-lipid A modification pathway
K00643	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K00728	M00872	O-glycan biosynthesis, mannose type (core M3)
K18207	M00872	O-glycan biosynthesis, mannose type (core M3)
K21031	M00872	O-glycan biosynthesis, mannose type (core M3)
K18660	M00873	Fatty acid biosynthesis in mitochondria, animals
K11539	M00873	Fatty acid biosynthesis in mitochondria, animals
K13370	M00873	Fatty acid biosynthesis in mitochondria, animals
K13370	M00976	C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone
K22540	M00873	Fatty acid biosynthesis in mitochondria, animals
K22541	M00874	Fatty acid biosynthesis in mitochondria, fungi
K23371	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K21949	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K21721	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K23372	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K23373	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K23374	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K23375	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B
K21898	M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A
K23446	M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A
K23447	M00876	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A
K18652	M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine
K18653	M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine
K18654	M00877	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine
K01912	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02609	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02611	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02612	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02613	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K15866	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02618	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K02615	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K00074	M00878	Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA
K00673	M00879	Arginine succinyltransferase pathway, arginine => glutamate
K01484	M00879	Arginine succinyltransferase pathway, arginine => glutamate
K00840	M00879	Arginine succinyltransferase pathway, arginine => glutamate
K06447	M00879	Arginine succinyltransferase pathway, arginine => glutamate
K05526	M00879	Arginine succinyltransferase pathway, arginine => glutamate
K03639	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03637	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K20967	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03635	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K21142	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03831	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03638	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03750	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
K03801	M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H
K03644	M00881	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H
K03644	M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H
K03644	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2
K03644	M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2
K23735	M00882	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H
K23735	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2
K23734	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2
K10105	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2
K16869	M00883	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2
K23750	M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2
K12628	M00889	Puromycin biosynthesis, ATP => puromycin
K12629	M00889	Puromycin biosynthesis, ATP => puromycin
K12630	M00889	Puromycin biosynthesis, ATP => puromycin
K12631	M00889	Puromycin biosynthesis, ATP => puromycin
K12632	M00889	Puromycin biosynthesis, ATP => puromycin
K12633	M00889	Puromycin biosynthesis, ATP => puromycin
K12634	M00889	Puromycin biosynthesis, ATP => puromycin
K12635	M00889	Puromycin biosynthesis, ATP => puromycin
K12636	M00889	Puromycin biosynthesis, ATP => puromycin
K22598	M00890	Roseoflavin biosynthesis, FMN => roseoflavin
K22269	M00890	Roseoflavin biosynthesis, FMN => roseoflavin
K23646	M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline
K23647	M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline
K21477	M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline
K00820	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc
K00820	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc
K00621	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc
K01836	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc
K00972	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc
K20981	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20982	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20985	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20980	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20984	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20983	M00893	Lovastatin biosynthesis, malonyl-CoA => lovastatin acid
K20503	M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol
K20508	M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol
K20502	M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol
K20501	M00894	Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol
K03153	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K10810	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K22699	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K21220	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K03146	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP
K03146	M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP
K00949	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP
K00949	M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP
K18278	M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP
K00877	M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP
K14154	M00898	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP
K00878	M00899	Thiamine salvage pathway, HMP/HET => TMP
K21371	M00900	Crocin biosynthesis, crocetin => crocin
K21354	M00900	Crocin biosynthesis, crocetin => crocin
K23665	M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline
K23666	M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline
K23667	M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline
K23668	M00901	Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline
K21568	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K19650	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K21207	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K21203	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K21205	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K21204	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K21202	M00902	Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin
K23999	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K09459	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K12901	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K12902	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K24000	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K12903	M00903	Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin
K22113	M00904	Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C
